ASCI*1120,1 / 21,LEC Mon  Fri 01:30PM - 02:20PM AD-S  Room Virtual SEM Mon 10:30AM - 11:20AM AD-S  Room Virtual EXAM Tues 08:30AM - 10:30AM (2021/04/27) Room TBA,P. Barclay
ASCI*1120,1 / 21,LEC Mon  Fri 01:30PM - 02:20PM AD-S  Room Virtual SEM Wed 03:30PM - 04:20PM AD-S  Room Virtual EXAM Tues 08:30AM - 10:30AM (2021/04/27) Room TBA,P. Barclay
ASCI*1120,2 / 21,LEC Mon  Fri 01:30PM - 02:20PM AD-S  Room Virtual SEM Wed 03:30PM - 04:20PM AD-S  Room Virtual EXAM Tues 08:30AM - 10:30AM (2021/04/27) Room TBA,P. Barclay
ASCI*1120,0 / 21,LEC Mon  Fri 01:30PM - 02:20PM AD-S  Room Virtual SEM Tues 01:30PM - 02:20PM AD-S  Room Virtual EXAM Tues 08:30AM - 10:30AM (2021/04/27) Room TBA,P. Barclay
ASCI*1120,0 / 21,LEC Mon  Fri 01:30PM - 02:20PM AD-S  Room Virtual SEM Tues 01:30PM - 02:20PM AD-S  Room Virtual EXAM Tues 08:30AM - 10:30AM (2021/04/27) Room TBA,P. Barclay
ASCI*3100,0 / 40,LEC Mon  Wed 02:30PM - 03:50PM AD-S  Room Virtual,D. Bruce
ASCI*3700,9 / 10,LEC Days TBA Times TBA Room TBA,TBA TBA
ASCI*4010,2 / 20,LEC Wed 11:30AM - 02:20PM AD-S  Room Virtual,P. Barclay
ASCI*4020,11 / 30,LEC Mon  Wed 10:00AM - 11:20AM AD-S  Room Virtual,D. Bruce
ASCI*4030,1 / 32,LEC Tues  Thur 02:30PM - 03:50PM AD-S  Room Virtual,S. Iqbal
ASCI*4700,7 / 10,LEC Days TBA Times TBA Room TBA,TBA TBA
ASCI*4700,7 / 10,LEC Days TBA Times TBA Room TBA,D. Bruce
ASCI*4700,9 / 10,LEC Days TBA Times TBA Room TBA,TBA TBA
ASCI*4710,9 / 10,LEC Days TBA Times TBA Room TBA,TBA TBA
AVC*6200,5 / 10,SEM Thur 02:30PM - 05:20PM AD-S  Room Virtual,A. Boetzkes
AVC*6310,8 / 10,SEM Tues 11:30AM - 02:20PM AD-S  Room Virtual,J. Jacobson-Konefall
AVC*6330,8 / 10,SEM Mon 11:30AM - 02:20PM AD-S  Room Virtual,D. Marner
AVC*6400,9 / 10,LEC Days TBA Times TBA Room TBA,TBA TBA
AVC*6500,19 / 20,LEC Days TBA Times TBA Room TBA,J. Jacobson-Konefall
AVC*6800,20 / 20,LEC Days TBA Times TBA Room TBA,TBA TBA
BINF*6110,15 / 40,LAB Tues  Thur 11:30AM - 12:50PM AD-S  Room Virtual,E. Mandeville
BINF*6500,8 / 10,LEC Days TBA Times TBA Room TBA,S. Adamowicz
BINF*6970,19 / 39,LEC Tues  Thur 10:00AM - 11:20AM AD-S  Room Virtual,K. Nadeem
BINF*6970,0 / 0,,TBA TBA
BIOC*2580,0 / 53,LEC Mon  Wed  Fri 01:30PM - 02:20PM AD-S  Room Virtual LAB Tues 10:00AM - 12:50PM AD-S  Room Virtual EXAM Thur 11:30AM - 01:30PM (2021/04/22) Room TBA,"J. Dawson, E. Wijekoon"
BIOC*2580,2 / 53,LEC Mon  Wed  Fri 01:30PM - 02:20PM AD-S  Room Virtual LAB Mon 02:30PM - 05:20PM AD-S  Room Virtual EXAM Thur 11:30AM - 01:30PM (2021/04/22) Room TBA,"J. Dawson, E. Wijekoon"
BIOC*2580,5 / 53,LEC Mon  Wed  Fri 01:30PM - 02:20PM AD-S  Room Virtual LAB Tues 01:30PM - 04:20PM AD-S  Room Virtual EXAM Thur 11:30AM - 01:30PM (2021/04/22) Room TBA,"J. Dawson, E. Wijekoon"
BIOC*2580,5 / 53,LEC Mon  Wed  Fri 01:30PM - 02:20PM AD-S  Room Virtual LAB Tues 01:30PM - 04:20PM AD-S  Room Virtual EXAM Thur 11:30AM - 01:30PM (2021/04/22) Room TBA,"J. Dawson, E. Wijekoon"
BIOC*2580,5 / 53,LEC Mon  Wed  Fri 01:30PM - 02:20PM AD-S  Room Virtual LAB Tues 01:30PM - 04:20PM AD-S  Room Virtual EXAM Thur 11:30AM - 01:30PM (2021/04/22) Room TBA,"J. Dawson, E. Wijekoon"
BIOC*2580,4 / 53,LEC Mon  Wed  Fri 01:30PM - 02:20PM AD-S  Room Virtual LAB Wed 09:30AM - 12:20PM AD-S  Room Virtual EXAM Thur 11:30AM - 01:30PM (2021/04/22) Room TBA,"J. Dawson, E. Wijekoon"
BIOC*2580,5 / 53,LEC Mon  Wed  Fri 01:30PM - 02:20PM AD-S  Room Virtual LAB Wed 02:30PM - 05:20PM AD-S  Room Virtual EXAM Thur 11:30AM - 01:30PM (2021/04/22) Room TBA,"J. Dawson, E. Wijekoon"
BIOC*2580,4 / 53,LEC Mon  Wed  Fri 01:30PM - 02:20PM AD-S  Room Virtual LAB Wed 02:30PM - 05:20PM AD-S  Room Virtual EXAM Thur 11:30AM - 01:30PM (2021/04/22) Room TBA,"J. Dawson, E. Wijekoon"
BIOC*2580,8 / 53,LEC Mon  Wed  Fri 01:30PM - 02:20PM AD-S  Room Virtual LAB Wed 02:30PM - 05:20PM AD-S  Room Virtual EXAM Thur 11:30AM - 01:30PM (2021/04/22) Room TBA,"J. Dawson, E. Wijekoon"
BIOC*2580,5 / 53,LEC Mon  Wed  Fri 01:30PM - 02:20PM AD-S  Room Virtual LAB Thur 01:30PM - 04:20PM AD-S  Room Virtual EXAM Thur 11:30AM - 01:30PM (2021/04/22) Room TBA,"J. Dawson, E. Wijekoon"
BIOC*2580,10 / 53,LEC Mon  Wed  Fri 01:30PM - 02:20PM AD-S  Room Virtual LAB Thur 01:30PM - 04:20PM AD-S  Room Virtual EXAM Thur 11:30AM - 01:30PM (2021/04/22) Room TBA,"J. Dawson, E. Wijekoon"
BIOC*3560,23 / 480,LEC Mon  Wed  Fri 09:30AM - 10:20AM AD-S  Room Virtual EXAM Tues 08:30AM - 10:30AM (2021/04/27) Room TBA,J. Vessey
BIOC*4540,1 / 15,LEC Tues  Thur 10:00AM - 11:20AM AD-S  Room Virtual LAB Tues 02:30PM - 05:20PM AD-S  Room Virtual EXAM Fri 11:30AM - 01:30PM (2021/04/23) Room TBA,R. Merrill
BIOC*4540,1 / 15,LEC Tues  Thur 10:00AM - 11:20AM AD-S  Room Virtual LAB Wed 02:30PM - 05:20PM AD-S  Room Virtual EXAM Fri 11:30AM - 01:30PM (2021/04/23) Room TBA,R. Merrill
BIOC*4540,2 / 15,LEC Tues  Thur 10:00AM - 11:20AM AD-S  Room Virtual LAB Thur 02:30PM - 05:20PM AD-S  Room Virtual EXAM Fri 11:30AM - 01:30PM (2021/04/23) Room TBA,R. Merrill
BIOC*4580,23 / 120,LEC Mon  Wed  Fri 09:30AM - 10:20AM AD-S  Room Virtual EXAM Tues 11:30AM - 01:30PM (2021/04/27) Room TBA,"J. Dawson, E. Wijekoon"
BIOL*1070,0 / 30,LEC Mon  Wed 10:30AM - 11:20AM AD-S  Room Virtual SEM Mon 12:30PM - 01:20PM AD-S  Room Virtual,"S. Jacobs, D. Grunspan"
